scenario_id,mood,energy_level,time_available,time_of_day,occasion,relationship_stage,bonding_level,intimacy_level,couple_only,consent_required,scene_label,recommended_activity_id,recommended_activity,recommended_category,recommendation_probability,expected_engagement
471,nostalgic,high,5,evening,just_because,long_term,2,moderate,true,false,memory_connection,2,This or That,question_game,0.07966,0.695
472,calm,low,60,evening,normal_day,just_met,2,light,false,false,calm_connection,12,Deep Questions,conversation,0.19608,0.66
473,romantic,very_low,60,evening,first_date,dating,4,moderate,true,false,romantic_connection,12,Deep Questions,conversation,0.09667,0.615
474,calm,medium,15,afternoon,date_night,serious,4,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.0526,0.768
475,romantic,very_high,45,evening,anniversary,long_term,2,moderate,true,false,romantic_connection,13,Future Plans,conversation,0.11765,0.694
476,sensual,medium,10,afternoon,rough_day,just_met,5,high,true,true,sensual_connection,15,Music Mood,watch_together,0.10526,0.695
477,erotic,very_high,5,afternoon,late_night,dating,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.16289,0.81
478,celebratory,very_low,20,afternoon,valentines,just_met,2,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.09105,0.69
479,calm,low,45,morning,holiday,dating,4,light,false,false,calm_connection,16,Watch Together,watch_together,0.12993,0.74
480,affectionate,low,45,morning,valentines,dating,1,moderate,true,false,warm_connection,18,Truth or Dare,romantic_activity,0.08381,0.627
481,happy,high,20,late_night,date_night,serious,4,light,false,false,positive_social,9,How Well Do You Know Me,question_game,0.05291,0.743
482,calm,very_high,20,morning,holiday,serious,5,light,false,false,calm_connection,6,Scribble,creative_game,0.05967,0.695
483,low_energy,low,10,late_night,first_date,just_met,3,light,false,false,gentle_connection,15,Music Mood,watch_together,0.11848,0.74
484,deep,very_low,5,evening,date_night,serious,2,light,false,false,deep_connection,9,How Well Do You Know Me,question_game,0.06773,0.694
485,nostalgic,very_low,15,late_night,rough_day,just_met,4,moderate,true,false,memory_connection,15,Music Mood,watch_together,0.0858,0.695
486,romantic,very_high,20,afternoon,normal_day,just_met,3,moderate,true,false,romantic_connection,3,Trivia Battle,competitive_game,0.0832,0.635
487,affectionate,high,45,evening,celebration,dating,3,moderate,true,false,warm_connection,3,Trivia Battle,competitive_game,0.08108,0.64
488,happy,high,30,late_night,date_night,just_met,3,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.12127,0.74
489,playful,medium,60,late_night,anniversary,just_met,1,light,false,false,playful_social,16,Watch Together,watch_together,0.1677,0.635
490,low_energy,medium,5,late_night,holiday,just_met,3,light,false,false,gentle_connection,15,Music Mood,watch_together,0.09609,0.635
491,energetic,high,45,evening,first_date,long_term,4,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.11673,0.66
492,relaxed,medium,10,late_night,normal_day,dating,4,light,false,false,easy_connection,15,Music Mood,watch_together,0.05634,0.715
493,affectionate,medium,30,morning,date_night,just_met,1,moderate,true,false,warm_connection,12,Deep Questions,conversation,0.098,0.635
494,erotic,very_high,20,afternoon,weekend,just_met,4,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.08819,0.695
495,relaxed,very_high,45,late_night,late_night,new,4,light,false,false,easy_connection,16,Watch Together,watch_together,0.20973,0.725
496,relaxed,very_low,30,afternoon,first_date,serious,2,light,false,false,easy_connection,5,Connect Four,competitive_game,0.06377,0.61
497,romantic,low,60,afternoon,date_night,just_met,4,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.24691,0.66
498,low_energy,high,10,afternoon,holiday,long_term,3,light,false,false,gentle_connection,14,Date Planner,date_activity,0.05781,0.731
499,sensual,very_low,5,late_night,weekend,serious,5,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.11591,0.75
500,deep,very_high,20,morning,special_memory,long_term,5,light,false,false,deep_connection,13,Future Plans,conversation,0.08324,0.81
501,relaxed,very_low,20,afternoon,date_night,long_term,5,light,false,false,easy_connection,18,Truth or Dare,romantic_activity,0.0573,0.73
502,playful,very_low,30,morning,special_memory,dating,5,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.06225,0.75
503,relaxed,medium,20,late_night,late_night,long_term,4,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.07572,0.823
504,deep,high,10,late_night,normal_day,serious,3,light,false,false,deep_connection,9,How Well Do You Know Me,question_game,0.0585,0.751
505,happy,high,15,evening,normal_day,dating,3,light,false,false,positive_social,1,Rapid Fire,question_game,0.0561,0.74
506,energetic,very_low,60,afternoon,date_night,dating,4,light,false,false,high_energy_fun,24,Date Night Roulette,date_activity,0.07197,0.638
507,calm,medium,45,late_night,late_night,just_met,2,light,false,false,calm_connection,15,Music Mood,watch_together,0.17082,0.695
508,relaxed,high,60,evening,holiday,just_met,5,light,false,false,easy_connection,15,Music Mood,watch_together,0.10811,0.61
509,playful,medium,45,late_night,date_night,long_term,5,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.09046,0.78
510,affectionate,low,60,morning,anniversary,just_met,4,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.2459,0.66
511,calm,low,15,evening,holiday,serious,5,light,false,false,calm_connection,12,Deep Questions,conversation,0.05463,0.74
512,playful,very_low,10,evening,reunion,long_term,4,light,false,false,playful_social,17,Couple Challenge,challenge,0.0646,0.773
513,energetic,very_high,30,evening,valentines,new,3,light,false,false,high_energy_fun,14,Date Planner,date_activity,0.08005,0.706
514,sensual,very_low,15,morning,long_distance,just_met,2,high,true,true,sensual_connection,12,Deep Questions,conversation,0.06475,0.695
515,erotic,low,60,afternoon,celebration,new,2,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.11494,0.684
516,relaxed,very_high,5,morning,reunion,new,2,light,false,false,easy_connection,10,Memory Lane,memory,0.08623,0.669
517,happy,low,15,evening,rough_day,dating,4,light,false,false,positive_social,10,Memory Lane,memory,0.05266,0.768
518,calm,high,15,afternoon,reunion,dating,5,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.05113,0.75
519,relaxed,very_high,5,morning,weekend,dating,5,light,false,false,easy_connection,2,This or That,question_game,0.07916,0.69
520,celebratory,medium,15,morning,reunion,just_met,3,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.06637,0.74
521,low_energy,medium,60,evening,birthday,dating,2,light,false,false,gentle_connection,16,Watch Together,watch_together,0.16263,0.715
522,erotic,low,5,late_night,celebration,dating,2,very_high,true,true,intimate_connection,21,Compliment Challenge,romantic_activity,0.09346,0.764
523,low_energy,high,15,evening,just_because,serious,4,light,false,false,gentle_connection,10,Memory Lane,memory,0.05266,0.738
524,happy,very_high,45,afternoon,valentines,new,5,light,false,false,positive_social,16,Watch Together,watch_together,0.08219,0.585
525,energetic,medium,30,evening,holiday,new,5,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.09965,0.775
526,playful,high,10,evening,rough_day,long_term,2,light,false,false,playful_social,8,Two Truths and a Lie,question_game,0.0551,0.715
527,calm,very_low,10,evening,anniversary,dating,4,light,false,false,calm_connection,23,Cozy Conversation,conversation,0.05953,0.763
528,calm,medium,15,evening,reunion,just_met,4,light,false,false,calm_connection,12,Deep Questions,conversation,0.07996,0.715
529,low_energy,very_high,30,morning,reunion,new,5,light,false,false,gentle_connection,10,Memory Lane,memory,0.0849,0.705
530,low_energy,high,30,evening,long_distance,just_met,2,light,false,false,gentle_connection,15,Music Mood,watch_together,0.17159,0.75
531,affectionate,medium,20,late_night,date_night,dating,2,moderate,true,false,warm_connection,18,Truth or Dare,romantic_activity,0.05706,0.744
532,energetic,medium,45,afternoon,valentines,just_met,1,light,false,false,high_energy_fun,16,Watch Together,watch_together,0.14261,0.635
533,affectionate,low,30,afternoon,reunion,just_met,2,moderate,true,false,warm_connection,16,Watch Together,watch_together,0.09434,0.66
534,low_energy,high,20,late_night,reunion,serious,1,light,false,false,gentle_connection,10,Memory Lane,memory,0.08126,0.762
535,affectionate,medium,5,evening,special_memory,long_term,2,moderate,true,false,warm_connection,22,Little Moments,memory,0.13383,0.799
536,happy,low,10,evening,birthday,new,1,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.07747,0.75
537,celebratory,medium,10,morning,holiday,just_met,3,light,false,false,celebration,3,Trivia Battle,competitive_game,0.07678,0.775
538,energetic,very_high,30,evening,long_distance,new,3,light,false,false,high_energy_fun,16,Watch Together,watch_together,0.06928,0.645
539,energetic,medium,60,afternoon,date_night,serious,1,light,false,false,high_energy_fun,16,Watch Together,watch_together,0.10568,0.635
540,sensual,low,10,morning,late_night,long_term,2,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.10665,0.824
541,sensual,very_low,20,evening,special_memory,long_term,5,high,true,true,sensual_connection,22,Little Moments,memory,0.09859,0.835
542,happy,very_low,45,morning,normal_day,just_met,4,light,false,false,positive_social,8,Two Truths and a Lie,question_game,0.14484,0.61
543,playful,very_high,15,late_night,rough_day,new,2,light,false,false,playful_social,2,This or That,question_game,0.05379,0.69
544,low_energy,very_low,15,late_night,celebration,just_met,5,light,false,false,gentle_connection,16,Watch Together,watch_together,0.10032,0.715
545,celebratory,low,20,morning,weekend,long_term,1,light,false,false,celebration,6,Scribble,creative_game,0.07937,0.75
546,erotic,very_low,20,afternoon,late_night,new,3,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.09269,0.811
547,affectionate,medium,45,late_night,birthday,new,1,moderate,true,false,warm_connection,6,Scribble,creative_game,0.09607,0.615
548,affectionate,high,15,afternoon,normal_day,just_met,1,moderate,true,false,warm_connection,2,This or That,question_game,0.07883,0.635
549,celebratory,high,10,morning,special_memory,long_term,1,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.06287,0.715
550,playful,medium,45,afternoon,reunion,dating,3,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.08864,0.756
551,playful,low,60,morning,holiday,dating,3,light,false,false,playful_social,17,Couple Challenge,challenge,0.09915,0.706
552,calm,high,45,morning,first_date,just_met,1,light,false,false,calm_connection,8,Two Truths and a Lie,question_game,0.10959,0.615
553,low_energy,low,15,evening,just_because,serious,5,light,false,false,gentle_connection,10,Memory Lane,memory,0.05817,0.8
554,sensual,very_low,15,evening,date_night,just_met,4,high,true,true,sensual_connection,12,Deep Questions,conversation,0.11752,0.635
555,energetic,medium,60,late_night,rough_day,serious,4,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.06738,0.635
556,erotic,low,5,afternoon,rough_day,just_met,2,very_high,true,true,intimate_connection,15,Music Mood,watch_together,0.19643,0.64
557,celebratory,high,60,late_night,date_night,long_term,4,light,false,false,celebration,16,Watch Together,watch_together,0.07631,0.61
558,celebratory,very_low,60,afternoon,reunion,serious,1,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.08046,0.61
559,energetic,very_low,5,evening,celebration,dating,1,light,false,false,high_energy_fun,6,Scribble,creative_game,0.1033,0.645
560,low_energy,very_high,60,afternoon,celebration,dating,5,light,false,false,gentle_connection,17,Couple Challenge,challenge,0.10402,0.675
561,sensual,very_high,5,late_night,celebration,new,4,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.12343,0.738
562,low_energy,high,10,morning,normal_day,new,5,light,false,false,gentle_connection,20,Romantic Q&A,intimate_activity,0.04654,0.75
563,energetic,low,5,late_night,valentines,new,3,light,false,false,high_energy_fun,25,Playful Teasing Cards,intimate_activity,0.07343,0.731
564,happy,very_high,10,late_night,long_distance,new,1,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.06463,0.715
565,erotic,very_high,20,morning,holiday,serious,4,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.08672,0.738
566,energetic,very_low,5,late_night,long_distance,just_met,5,light,false,false,high_energy_fun,12,Deep Questions,conversation,0.09245,0.615
567,playful,very_high,30,evening,just_because,long_term,5,light,false,false,playful_social,6,Scribble,creative_game,0.09431,0.715
568,low_energy,high,15,evening,holiday,just_met,2,light,false,false,gentle_connection,16,Watch Together,watch_together,0.08577,0.69
569,calm,very_high,60,late_night,rough_day,dating,4,light,false,false,calm_connection,16,Watch Together,watch_together,0.23729,0.725
570,erotic,low,5,evening,valentines,dating,5,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.1129,0.78
571,sensual,very_low,5,afternoon,reunion,new,4,high,true,true,sensual_connection,22,Little Moments,memory,0.12204,0.823
572,celebratory,low,10,morning,just_because,serious,2,light,false,false,celebration,1,Rapid Fire,question_game,0.06072,0.75
573,erotic,low,45,evening,first_date,serious,1,very_high,true,true,intimate_connection,23,Cozy Conversation,conversation,0.09358,0.672
574,low_energy,very_high,5,late_night,reunion,long_term,5,light,false,false,gentle_connection,22,Little Moments,memory,0.13692,0.785
575,energetic,very_low,30,morning,weekend,serious,5,light,false,false,high_energy_fun,17,Couple Challenge,challenge,0.08117,0.705
576,nostalgic,low,45,afternoon,rough_day,new,1,moderate,true,false,memory_connection,22,Little Moments,memory,0.1497,0.732
577,celebratory,very_high,15,late_night,long_distance,long_term,2,light,false,false,celebration,1,Rapid Fire,question_game,0.0533,0.715
578,calm,medium,20,afternoon,date_night,serious,5,light,false,false,calm_connection,24,Date Night Roulette,date_activity,0.05657,0.78
579,sensual,very_high,15,evening,rough_day,long_term,2,high,true,true,sensual_connection,20,Romantic Q&A,intimate_activity,0.09429,0.749
580,celebratory,medium,45,evening,just_because,new,2,light,false,false,celebration,1,Rapid Fire,question_game,0.07945,0.695
581,sensual,medium,45,morning,special_memory,dating,5,high,true,true,sensual_connection,19,Flirty This or That,intimate_activity,0.08973,0.72
582,celebratory,high,45,evening,just_because,serious,1,light,false,false,celebration,3,Trivia Battle,competitive_game,0.10309,0.66
583,happy,high,10,morning,celebration,just_met,2,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.12387,0.8
584,erotic,low,15,evening,date_night,just_met,3,very_high,true,true,intimate_connection,12,Deep Questions,conversation,0.11605,0.66
585,nostalgic,very_low,15,late_night,first_date,long_term,5,moderate,true,false,memory_connection,2,This or That,question_game,0.06245,0.67
586,sensual,very_high,20,afternoon,weekend,dating,1,high,true,true,sensual_connection,14,Date Planner,date_activity,0.07681,0.682
587,relaxed,high,60,evening,weekend,just_met,1,light,false,false,easy_connection,7,Find the Spy,social_game,0.13937,0.64
588,affectionate,very_high,60,late_night,holiday,new,3,moderate,true,false,warm_connection,3,Trivia Battle,competitive_game,0.08564,0.615
589,nostalgic,very_high,10,afternoon,birthday,serious,2,moderate,true,false,memory_connection,6,Scribble,creative_game,0.05932,0.695
590,playful,low,10,morning,long_distance,just_met,4,light,false,false,playful_social,2,This or That,question_game,0.08728,0.715
591,deep,low,10,evening,normal_day,dating,4,light,false,false,deep_connection,23,Cozy Conversation,conversation,0.06044,0.788
592,romantic,very_low,10,evening,late_night,just_met,5,moderate,true,false,romantic_connection,12,Deep Questions,conversation,0.06243,0.635
593,deep,high,60,evening,first_date,dating,5,light,false,false,deep_connection,12,Deep Questions,conversation,0.17898,0.67
594,romantic,very_high,5,afternoon,long_distance,long_term,5,moderate,true,false,romantic_connection,22,Little Moments,memory,0.07579,0.705
595,calm,low,10,evening,valentines,dating,3,light,false,false,calm_connection,20,Romantic Q&A,intimate_activity,0.07412,0.836
596,erotic,very_high,30,late_night,weekend,just_met,1,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.14268,0.695
597,energetic,low,45,afternoon,normal_day,dating,4,light,false,false,high_energy_fun,7,Find the Spy,social_game,0.07804,0.61
598,playful,high,15,evening,normal_day,long_term,3,light,false,false,playful_social,2,This or That,question_game,0.06041,0.715
599,nostalgic,high,20,morning,birthday,new,3,moderate,true,false,memory_connection,22,Little Moments,memory,0.06479,0.726
600,playful,low,60,morning,celebration,just_met,2,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.14321,0.67
601,erotic,low,60,late_night,holiday,just_met,2,very_high,true,true,intimate_connection,16,Watch Together,watch_together,0.15287,0.66
602,sensual,high,45,morning,rough_day,new,1,high,true,true,sensual_connection,23,Cozy Conversation,conversation,0.1384,0.682
603,calm,very_low,5,morning,normal_day,new,3,light,false,false,calm_connection,21,Compliment Challenge,romantic_activity,0.07563,0.671
604,celebratory,low,15,late_night,long_distance,serious,4,light,false,false,celebration,15,Music Mood,watch_together,0.05059,0.72
605,happy,high,45,morning,weekend,just_met,5,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.17185,0.72
606,sensual,very_high,5,morning,valentines,long_term,1,high,true,true,sensual_connection,25,Playful Teasing Cards,intimate_activity,0.16254,0.762
607,low_energy,medium,30,morning,birthday,serious,4,light,false,false,gentle_connection,16,Watch Together,watch_together,0.07615,0.715
608,low_energy,very_low,20,afternoon,weekend,new,2,light,false,false,gentle_connection,16,Watch Together,watch_together,0.06222,0.715
609,erotic,very_high,15,afternoon,birthday,dating,1,very_high,true,true,intimate_connection,20,Romantic Q&A,intimate_activity,0.08244,0.677
610,nostalgic,low,5,morning,normal_day,long_term,5,moderate,true,false,memory_connection,23,Cozy Conversation,conversation,0.10601,0.8
611,nostalgic,very_low,15,afternoon,rough_day,dating,2,moderate,true,false,memory_connection,10,Memory Lane,memory,0.08251,0.799
612,low_energy,very_high,10,afternoon,date_night,new,5,light,false,false,gentle_connection,24,Date Night Roulette,date_activity,0.05497,0.73
613,affectionate,very_low,10,morning,holiday,long_term,4,moderate,true,false,warm_connection,14,Date Planner,date_activity,0.05871,0.718
614,playful,medium,45,morning,birthday,just_met,2,light,false,false,playful_social,16,Watch Together,watch_together,0.11058,0.635
615,energetic,medium,15,afternoon,celebration,new,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.08289,0.775
616,playful,low,15,late_night,reunion,dating,5,light,false,false,playful_social,22,Little Moments,memory,0.05528,0.78
617,sensual,very_high,10,evening,special_memory,dating,4,high,true,true,sensual_connection,22,Little Moments,memory,0.09296,0.773
618,calm,low,60,afternoon,rough_day,serious,3,light,false,false,calm_connection,22,Little Moments,memory,0.12841,0.756
619,romantic,medium,20,late_night,reunion,dating,3,moderate,true,false,romantic_connection,24,Date Night Roulette,date_activity,0.06926,0.836
620,playful,low,45,morning,holiday,dating,2,light,false,false,playful_social,14,Date Planner,date_activity,0.0749,0.639
621,affectionate,medium,45,morning,rough_day,just_met,1,moderate,true,false,warm_connection,5,Connect Four,competitive_game,0.06424,0.58
622,low_energy,very_low,60,late_night,special_memory,long_term,2,light,false,false,gentle_connection,23,Cozy Conversation,conversation,0.10609,0.659
623,nostalgic,medium,30,late_night,celebration,new,3,moderate,true,false,memory_connection,18,Truth or Dare,romantic_activity,0.07504,0.756
624,erotic,very_high,45,evening,date_night,serious,5,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.12054,0.73
625,relaxed,medium,30,morning,celebration,new,5,light,false,false,easy_connection,15,Music Mood,watch_together,0.07093,0.715
626,erotic,very_high,10,late_night,date_night,new,5,very_high,true,true,intimate_connection,14,Date Planner,date_activity,0.072,0.73
627,low_energy,low,45,late_night,valentines,just_met,2,light,false,false,gentle_connection,16,Watch Together,watch_together,0.1169,0.74
628,affectionate,very_low,15,evening,anniversary,just_met,2,moderate,true,false,warm_connection,12,Deep Questions,conversation,0.0749,0.635
629,erotic,medium,20,late_night,just_because,serious,1,very_high,true,true,intimate_connection,18,Truth or Dare,romantic_activity,0.09036,0.812
630,low_energy,medium,5,evening,holiday,dating,5,light,false,false,gentle_connection,2,This or That,question_game,0.0545,0.66
631,romantic,high,45,late_night,valentines,long_term,1,moderate,true,false,romantic_connection,14,Date Planner,date_activity,0.11714,0.707
632,relaxed,low,30,late_night,valentines,dating,4,light,false,false,easy_connection,16,Watch Together,watch_together,0.07187,0.74
633,celebratory,very_low,30,afternoon,reunion,new,2,light,false,false,celebration,18,Truth or Dare,romantic_activity,0.10119,0.774
634,low_energy,medium,10,afternoon,date_night,new,3,light,false,false,gentle_connection,14,Date Planner,date_activity,0.05447,0.756
635,playful,low,20,evening,rough_day,just_met,4,light,false,false,playful_social,6,Scribble,creative_game,0.08486,0.69
636,energetic,low,30,afternoon,celebration,serious,1,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.12544,0.75
637,romantic,very_high,30,afternoon,date_night,long_term,1,moderate,true,false,romantic_connection,9,How Well Do You Know Me,question_game,0.06038,0.682
638,romantic,very_low,10,evening,just_because,new,5,moderate,true,false,romantic_connection,10,Memory Lane,memory,0.05494,0.775
639,celebratory,very_high,45,morning,just_because,dating,1,light,false,false,celebration,1,Rapid Fire,question_game,0.13776,0.695
640,celebratory,high,60,late_night,date_night,new,4,light,false,false,celebration,17,Couple Challenge,challenge,0.07949,0.708
641,erotic,very_high,60,afternoon,late_night,long_term,3,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.1677,0.706
642,low_energy,medium,20,morning,anniversary,serious,4,light,false,false,gentle_connection,10,Memory Lane,memory,0.08287,0.823
643,happy,low,30,late_night,holiday,new,5,light,false,false,positive_social,3,Trivia Battle,competitive_game,0.0889,0.75
644,energetic,very_high,30,morning,just_because,long_term,5,light,false,false,high_energy_fun,1,Rapid Fire,question_game,0.07655,0.695
645,playful,high,45,afternoon,just_because,long_term,5,light,false,false,playful_social,18,Truth or Dare,romantic_activity,0.08342,0.755
646,erotic,high,30,late_night,valentines,just_met,5,very_high,true,true,intimate_connection,3,Trivia Battle,competitive_game,0.14515,0.66
647,erotic,high,60,late_night,valentines,long_term,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.15049,0.755
648,romantic,medium,20,afternoon,just_because,just_met,3,moderate,true,false,romantic_connection,8,Two Truths and a Lie,question_game,0.06218,0.66
649,nostalgic,high,15,afternoon,normal_day,just_met,5,moderate,true,false,memory_connection,6,Scribble,creative_game,0.07335,0.66
650,nostalgic,very_low,20,afternoon,rough_day,dating,4,moderate,true,false,memory_connection,10,Memory Lane,memory,0.08959,0.823
651,romantic,high,45,evening,birthday,long_term,4,moderate,true,false,romantic_connection,6,Scribble,creative_game,0.07335,0.64
652,celebratory,medium,45,late_night,special_memory,new,4,light,false,false,celebration,22,Little Moments,memory,0.07804,0.663
653,nostalgic,high,10,evening,weekend,long_term,4,moderate,true,false,memory_connection,10,Memory Lane,memory,0.06009,0.738
654,deep,very_high,15,late_night,rough_day,new,1,light,false,false,deep_connection,15,Music Mood,watch_together,0.06231,0.645
655,energetic,low,5,afternoon,weekend,serious,3,light,false,false,high_energy_fun,3,Trivia Battle,competitive_game,0.07196,0.67
656,celebratory,very_low,10,late_night,celebration,just_met,1,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.09738,0.69
657,energetic,very_high,20,morning,first_date,dating,2,light,false,false,high_energy_fun,6,Scribble,creative_game,0.08507,0.715
658,celebratory,very_low,45,late_night,just_because,serious,5,light,false,false,celebration,16,Watch Together,watch_together,0.10371,0.635
659,deep,very_high,5,afternoon,celebration,serious,4,light,false,false,deep_connection,1,Rapid Fire,question_game,0.09894,0.695
660,low_energy,very_high,15,afternoon,normal_day,long_term,5,light,false,false,gentle_connection,15,Music Mood,watch_together,0.05895,0.665
661,affectionate,very_high,10,morning,valentines,new,1,moderate,true,false,warm_connection,19,Flirty This or That,intimate_activity,0.05292,0.682
662,playful,medium,60,late_night,valentines,serious,4,light,false,false,playful_social,16,Watch Together,watch_together,0.0749,0.635
663,nostalgic,very_low,45,morning,just_because,just_met,5,moderate,true,false,memory_connection,16,Watch Together,watch_together,0.30798,0.635
664,nostalgic,very_high,15,evening,holiday,dating,2,moderate,true,false,memory_connection,22,Little Moments,memory,0.06069,0.689
665,affectionate,high,20,morning,birthday,new,4,moderate,true,false,warm_connection,17,Couple Challenge,challenge,0.05891,0.768
666,nostalgic,very_low,30,evening,valentines,just_met,5,moderate,true,false,memory_connection,5,Connect Four,competitive_game,0.08669,0.61
667,nostalgic,very_high,15,late_night,long_distance,long_term,4,moderate,true,false,memory_connection,20,Romantic Q&A,intimate_activity,0.05253,0.773
668,erotic,medium,60,late_night,celebration,serious,5,very_high,true,true,intimate_connection,17,Couple Challenge,challenge,0.09117,0.675
669,energetic,very_low,15,morning,long_distance,new,2,light,false,false,high_energy_fun,22,Little Moments,memory,0.05141,0.719
670,relaxed,medium,30,morning,rough_day,dating,2,light,false,false,easy_connection,16,Watch Together,watch_together,0.09925,0.775
671,relaxed,medium,5,afternoon,reunion,dating,3,light,false,false,easy_connection,22,Little Moments,memory,0.11632,0.811
672,celebratory,medium,10,afternoon,reunion,new,2,light,false,false,celebration,10,Memory Lane,memory,0.05446,0.719
673,deep,low,10,afternoon,holiday,new,5,light,false,false,deep_connection,10,Memory Lane,memory,0.06028,0.8
674,erotic,very_low,5,morning,celebration,serious,5,very_high,true,true,intimate_connection,19,Flirty This or That,intimate_activity,0.1219,0.75
675,nostalgic,very_low,60,late_night,valentines,long_term,3,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.10189,0.671
676,celebratory,medium,20,afternoon,special_memory,long_term,3,light,false,false,celebration,11,Relationship Timeline,memory,0.06293,0.731
677,erotic,very_high,10,morning,weekend,serious,4,very_high,true,true,intimate_connection,14,Date Planner,date_activity,0.07606,0.718
678,happy,very_high,15,late_night,holiday,new,4,light,false,false,positive_social,24,Date Night Roulette,date_activity,0.06065,0.718
679,sensual,very_high,20,evening,rough_day,just_met,1,high,true,true,sensual_connection,15,Music Mood,watch_together,0.09619,0.645
680,relaxed,very_high,5,evening,valentines,long_term,3,light,false,false,easy_connection,19,Flirty This or That,intimate_activity,0.09724,0.706
681,deep,low,15,late_night,late_night,dating,3,light,false,false,deep_connection,23,Cozy Conversation,conversation,0.06803,0.836
682,relaxed,low,20,evening,valentines,serious,3,light,false,false,easy_connection,23,Cozy Conversation,conversation,0.06022,0.776
683,celebratory,low,30,afternoon,holiday,just_met,3,light,false,false,celebration,12,Deep Questions,conversation,0.07689,0.66
684,nostalgic,high,60,late_night,anniversary,new,2,moderate,true,false,memory_connection,11,Relationship Timeline,memory,0.17626,0.694
685,happy,low,20,late_night,date_night,long_term,5,light,false,false,positive_social,20,Romantic Q&A,intimate_activity,0.05502,0.78
686,erotic,high,15,evening,weekend,long_term,1,very_high,true,true,intimate_connection,25,Playful Teasing Cards,intimate_activity,0.07843,0.727
687,sensual,low,5,afternoon,holiday,dating,4,high,true,true,sensual_connection,22,Little Moments,memory,0.09009,0.788
688,playful,high,45,evening,birthday,dating,3,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.12079,0.72
689,erotic,medium,15,morning,long_distance,just_met,3,very_high,true,true,intimate_connection,12,Deep Questions,conversation,0.06024,0.695
690,celebratory,low,30,afternoon,special_memory,dating,3,light,false,false,celebration,18,Truth or Dare,romantic_activity,0.07016,0.751
691,nostalgic,high,60,late_night,just_because,just_met,4,moderate,true,false,memory_connection,1,Rapid Fire,question_game,0.18519,0.64
692,energetic,low,60,afternoon,celebration,dating,4,light,false,false,high_energy_fun,6,Scribble,creative_game,0.12274,0.67
693,celebratory,high,60,morning,first_date,new,3,light,false,false,celebration,8,Two Truths and a Lie,question_game,0.16495,0.695
694,calm,medium,45,evening,late_night,serious,3,light,false,false,calm_connection,12,Deep Questions,conversation,0.05872,0.635
695,erotic,medium,45,late_night,long_distance,new,2,very_high,true,true,intimate_connection,9,How Well Do You Know Me,question_game,0.07622,0.664
696,romantic,low,45,evening,rough_day,just_met,2,moderate,true,false,romantic_connection,16,Watch Together,watch_together,0.29615,0.72
697,playful,very_low,5,late_night,weekend,just_met,1,light,false,false,playful_social,3,Trivia Battle,competitive_game,0.12731,0.645
698,nostalgic,very_low,5,evening,late_night,new,1,moderate,true,false,memory_connection,19,Flirty This or That,intimate_activity,0.08309,0.682
699,relaxed,medium,10,afternoon,rough_day,dating,4,light,false,false,easy_connection,22,Little Moments,memory,0.07205,0.823
